isin,year,total_revenue,cfo,cogs,total_debt,capex
SE0003208792,2020,2060158973.9051123,145287734.8232611,1370699146.2682683,1142474019.9836328,174689285.97912595
SE0003210590,1998,2143895055.1751316,261671912.36290044,918552523.0965343,1493922269.0945168,412591039.91503805
SE0003210590,2002,2271408825.593655,-113565514.69704832,1453768431.2894707,1146032151.4064693,489928679.2939392
SE0003210590,2007,356923677.5569007,-20337959.3331929,190844603.58137673,242072631.80668935,94928033.36566432
SE0003210590,2012,6562871518.616657,22934630.470012296,4419962154.818046,1594269728.314357,749275305.4394631
SE0003210590,2013,911258900.1208825,220728898.87899688,624495861.7334781,844458901.446895,121797523.04339813
SE0003210590,2018,110455174.48233044,109632126.9520285,56332016.55360332,373182003.026606,113444420.93670596
SE0003210590,2020,4412201457.5170355,-274680350.72524905,2666052992.4741197,1348894410.1560104,358679614.38018924
SE0003210590,2021,3988579118.979142,442721928.520724,2025027757.15963,2024910758.8604577,228749226.13476643
SE0003303460,1997,446193366.3479652,438235143.49127805,303909842.15764827,1451938786.0486636,131864737.15873286
SE0003303460,1998,2939319844.697619,517734532.90620846,1325838922.4191535,3883508007.9083385,690518721.343906
SE0003303460,2000,262815081.515455,59920479.80627145,167456062.38599113,672452075.6588823,93915713.33795589
SE0003303460,2001,950557386.0163472,-162562286.7908624,392767247.2289528,1200111863.836526,379102752.9567625
SE0003303460,2002,249893257.24511516,114177200.1321519,156243344.87338117,358607278.1663446,78404884.54796205
SE0003303460,2003,295480881.9538505,200116579.00464308,182353850.94329903,1173214173.5731676,299878385.9137781
SE0003303460,2004,1293875119.0510514,-20958006.01680512,520176064.2962781,1056433780.2247036,66392988.32157099
SE0003303460,2007,4492795700.356229,-32143387.840654187,1954131703.9570959,4776180226.518514,1185276713.1156323
SE0003303460,2009,1379666479.4332294,172133269.775775,818900234.8540074,1601646296.8026316,418631459.9677146
SE0003303460,2010,6052268380.613678,-258883942.59475356,3263677714.436729,2368435678.4625854,622065703.8357587
SE0003303460,2011,3262373225.7159543,448986486.3193051,1534838074.5897534,2280981959.7760677,261240491.98012188
SE0003303460,2012,1447872625.1348455,622476089.4447609,993190927.0741738,569267589.7551079,115105427.65103643
SE0003303460,2013,223772744.04610577,387501.93029939686,122044004.96534587,748172667.6208775,227156407.8684072
SE0003303460,2014,2493110993.5730925,810355954.7182704,1897678513.7958825,817914422.7784177,145594874.68283316
SE0003303460,2015,653455578.6371258,17851357.160780348,296222840.1401487,576992748.185502,122832952.40962055
SE0003303460,2016,5274093402.157815,916772890.313453,3849131627.4971604,2529852410.373444,472144850.3051982
SE0003303460,2017,4227744568.214095,761183407.8351153,2303916453.7972174,2857217833.8687487,303576428.6494039
SE0003303460,2018,169333367.69689292,3939960.3166147247,104179611.49200553,166275400.9841009,40941035.6148134
SE0003303460,2019,104054913.04416685,156901.70131329284,51973342.951400146,173197905.34420338,28338164.79617456
SE0003303460,2021,3175876018.593053,335010241.8505821,1427619089.7052362,1162644885.0700715,639520985.8981179
SE0003303627,1997,4111029767.6084614,186689251.92666352,1997377019.118731,1599502725.149105,408953239.2962769
SE0003303627,1998,328777032.7830451,-13068166.319155,252546362.24172363,162680521.61881256,16696792.482848842
SE0003303627,2000,2602884250.298021,278945693.64176637,1807064148.144481,1640504965.106054,790112780.2271088
SE0003303627,2001,2836818867.001363,711984859.6602491,2127645975.6729388,1621142847.3808918,960389097.0290854
SE0003303627,2002,1193231455.807938,686581936.8260571,493286339.26476604,3721523365.950772,461795613.2997473
SE0003303627,2003,2187220772.7161016,445259917.27345896,1338163892.5641527,904476033.2292938,395360579.9633102
SE0003303627,2004,244124576.0515882,299267176.7544404,160649067.13351393,487697792.4733322,255268763.8387444
SE0003303627,2005,1066844247.3869169,-158533371.60335863,610842384.5127248,2309802124.786372,103886062.64245223
SE0003303627,2008,1304156642.7222183,382903497.4969112,998080390.282969,1231636272.7726598,92901733.29318689
SE0003303627,2012,236240771.54777625,10917986.100397741,179688468.40420324,81168262.45527637,11808557.394829066
SE0003303627,2014,1604555783.2426882,853112510.6352655,646362294.3347402,1587853482.315978,665692053.6952416
SE0003303627,2015,2543480519.4918203,682837473.0118184,1704715202.650388,652836573.35411,549907585.0675285
SE0003303627,2017,496039904.971164,132607026.21015465,390198284.35715646,483987115.0193023,112913856.77223924
SE0003303627,2018,729875917.0648983,513588611.9795491,336328462.9923981,458604344.1380174,535775300.8438074
SE0003303627,2022,3173982243.027251,445099003.7437612,1721566988.9914694,2733208863.5438724,1239289813.598771
SE0003366871,1997,711469607.0306909,859538691.554106,495017356.6733222,1618955237.9248073,702087047.3271809
SE0003366871,1998,4344564430.521098,1247026710.5466251,2584146418.454087,2150215408.265278,964636434.6793402
SE0003366871,2000,53842543.43086801,56441913.173330754,21888818.304075908,37262520.3259105,32245039.55830276
SE0003366871,2001,5169778752.440188,465874269.2517168,3338693737.098348,853760244.4366188,277267330.7788392
SE0003366871,2002,1286987218.0163746,226525870.25246018,796547191.5259218,1929750403.291585,621198304.4035584
SE0003366871,2003,3583055847.1447735,725576109.0492721,2428402852.892422,728908316.9424279,662998036.5282426
SE0003366871,2005,2942043206.6388693,-317030956.61856496,1748798965.0914667,2452727218.851581,1051795752.5856626
SE0003366871,2006,2237727898.477743,464133291.2716655,1724713303.8617141,2841237067.354007,164917424.4377175
SE0003366871,2007,5218811178.496308,544542618.4706235,4038529018.933288,1399902758.323894,779533948.0157685
SE0003366871,2008,413972161.69813734,-143040919.69699463,259480312.98369458,388890137.95070726,365975213.4039307
SE0003366871,2009,929872627.3342046,-18029701.5786684,387071909.2418002,545314144.6270658,141497765.3893384
SE0003366871,2010,4918909773.766372,64766426.35226786,3546652105.9120755,2554583496.854887,680132041.5722026
SE0003366871,2011,1485707670.4797778,1661663284.3418763,1006862404.6763613,1903995380.2664719,809601406.7267079
SE0003366871,2012,5984481417.934221,857769221.10661,2418562784.5073323,4668969523.764981,513939513.33939195
SE0003366871,2013,1201366071.2565923,97421873.64796004,684036987.8724363,699141480.2192856,111964562.5296923
SE0003366871,2014,4093111886.797411,520726778.0849837,2859931393.441739,3386519518.029412,375855731.0916041
SE0003366871,2015,351119113.1436742,260702645.41135427,193747054.9672964,748772288.2784991,118436983.9739741
SE0003366871,2018,1438680547.1015701,182234132.15119863,958314686.1892592,815574714.8403438,37513662.54578257
SE0003366871,2019,4332192202.011573,1637273818.2009993,2678351919.8860207,1012236591.5319611,1011914063.2230732
SE0003366871,2020,2098278568.280642,1073940701.2665088,1221604514.267217,1966163135.5408642,819000477.2125727
SE0003366871,2021,1417450969.4214253,-314519079.2591445,972173726.4499757,1405977441.0246694,466631009.40813136
SE0003366871,2022,3784581435.9399705,596231857.9142718,2097649538.1271133,690011929.9587331,344153526.23371965
SE0003421544,1999,116228157.27564314,109111858.72050166,67067377.36849164,180847525.03832823,40010309.482652135
SE0003421544,2001,2666563502.3292046,725772503.7976744,1224000747.4279277,2462865213.043428,1024036833.3923398
SE0003421544,2003,1974621115.1773803,255783068.54780155,1359698708.9164994,1645986820.995777,397104019.17621905
SE0003421544,2008,1960445380.0216236,128001766.77684912,877051186.2796361,806559014.0274299,824353873.2436256
SE0003421544,2012,6493747190.991348,1077920307.7883966,4674472112.85636,5080829716.644188,488171415.74392706
SE0003421544,2013,1419767750.324565,-86378172.94852443,619544562.3779038,749087394.876046,192792108.27466956
SE0003421544,2014,3708198783.4844093,981138884.5864174,1551013622.2578886,3044654854.9163837,267177655.09071153
SE0003421544,2016,1673952119.3307874,111428365.45415297,857713305.9221314,990059603.8739275,235427295.55796507
SE0003421544,2017,2699763617.0716352,1102850911.993876,1523295160.7854948,2018347465.0184846,1333783390.8478634
SE0003421544,2018,6233984321.964128,-9723176.735781929,3918560268.6194253,1468230779.7297537,746950411.7290508
SE0003421544,2019,44719685.52314038,9342878.971703392,30797712.464635707,32381910.46896674,5791637.196131238
SE0003421544,2021,1844937937.7951665,368945001.4990036,1122253423.3049493,1727506987.0608027,297324465.99166113
SE0003491562,1998,1990184988.5030923,1566652975.995025,1520838883.1213627,2215677428.677201,662212028.2813839
SE0003491562,2001,442626576.341403,155435217.19028226,290506666.2588188,829286596.3953842,130153762.60061215
SE0003491562,2002,6260586374.752022,1390464736.76465,3091006824.9367957,4025493420.0721717,655372205.2604897
SE0003491562,2003,2409418165.5999413,170128584.78737706,1528679813.2405536,1151393020.1544387,257550122.93652445
SE0003491562,2005,2055140047.6724226,350817845.078243,1192419405.5517368,276217278.2597929,276417190.8723173
SE0003491562,2006,391081026.7459719,87456519.80039418,230790364.3345177,343215110.94124883,61738030.79395714
SE0003491562,2007,5007859489.951876,-144229662.4097916,2100176599.2909884,3183387316.7719355,720643011.738525
SE0003491562,2008,6945681279.783314,-146980794.7684773,2847833294.1187234,2613333985.3542223,401897013.81247073
SE0003491562,2010,939786591.275934,121314295.81680785,434089714.45143867,842461296.5438702,184825748.42531753
SE0003491562,2012,1178104299.7655957,411311951.3180136,522981718.25762784,495120676.62732345,262677256.6446267
SE0003491562,2018,228637917.48800403,118709792.14062136,157569460.02585462,621156022.1171538,129606610.74474396
SE0003491562,2019,914044347.9090974,223399653.4578148,479568974.4444769,511423257.24911386,135623305.29647946
SE0003491562,2020,1174003246.9447584,234209882.9652046,701628433.8193359,400099574.84434074,140884913.64747536
SE0003491562,2022,1574898412.7018502,585466686.5690278,1110413048.062302,606231007.5875597,207591178.29366022
SE0003613090,1997,302251685.64759576,-18561128.355004687,207783873.76659277,249541970.7555603,23056620.04159642
SE0003613090,1998,1322990416.6249995,26515140.859209906,860691950.5719453,646009543.6796912,249983985.32859847
SE0003613090,2001,1075706563.797716,-28127631.21091676,721506710.6547387,1018526177.1849775,239049761.5357684
SE0003613090,2006,2513632071.918313,396270635.53570795,1685524681.06168,474034970.28809106,160033060.51154378
SE0003613090,2007,2958872092.6249704,681883155.2179914,1223673872.519184,658585077.0917838,113026191.30414444
SE0003613090,2010,428382363.6946821,-67034698.87099623,259671583.40463263,1138355911.890392,394293658.6488054
SE0003613090,2012,3314745888.6252093,1126862758.3534853,2512255068.3227944,870469840.2988216,301406299.5282164
SE0003613090,2019,48624245.33388306,21801552.823157575,26352760.28319709,108187867.2194396,20444923.024127226
SE0003613090,2021,4442615862.200979,1119039486.7361548,2526095173.9014215,3307459076.203027,1131710330.9118392
SE0003613090,2022,3666324118.0462155,398689241.4192913,2596114527.431047,3329583859.3333583,620871212.5131899
SE0003652163,1997,567160474.3602052,-7494140.703550093,362938929.1877806,557755152.9562092,117028964.81648451
SE0003652163,1998,608819221.5343587,-16437551.261281893,394749818.4816625,479047313.9471526,127178169.13475046
SE0003652163,2000,2183160387.5829535,227506835.2584002,1537415937.7662003,2236667938.676542,858211164.083111
SE0003652163,2002,2650649070.202473,422156454.13412076,1466436046.5494616,963791476.8335,497389932.7544289
SE0003652163,2003,1651970720.7575207,643032196.897483,848997082.0364813,2796842346.6684923,170157167.8386557
SE0003652163,2004,513397054.9315802,-67064374.8082328,280133478.9403166,934182015.2538017,34814248.53546458
SE0003652163,2007,1262353539.6458204,1023116359.7383008,814942337.8719517,3599675403.4811506,517241458.6708769
SE0003652163,2008,1545298195.8433337,442904729.7030347,1103242906.2480423,1001805804.6549633,507234491.8042163
SE0003652163,2009,4198035319.0621552,603004240.9918311,2336006078.8832946,5291699738.059972,633531635.3018246
SE0003652163,2011,1666688531.4365506,-33586219.11535217,1196997546.6584735,714892125.4973887,443465916.7617848
SE0003652163,2013,2260519985.7221894,-37130710.810070336,1386343908.7205954,1802699115.4679182,253997254.8741107
SE0003652163,2016,1601364063.1732514,-135594917.57241374,814397698.7778149,1717468911.9918106,493596017.14829636
SE0003652163,2017,3163743310.4394135,41447226.125932604,1424245067.0934155,2265789642.395232,662511201.8155215
SE0003652163,2018,7371345853.879234,-145982175.2023083,3405826264.1168985,1316343875.1690655,984786681.1565664
SE0003652163,2019,1764614043.0673056,344784467.7194297,806911742.4754264,1103815927.7144225,226292803.55480027
SE0003652163,2020,2170227336.0086803,40451493.017018765,1124141669.4482903,2371785425.3955135,1235039715.4176984
SE0003652163,2021,450015295.53823125,35901293.42851018,282298484.2774228,156422728.82680848,151695581.08599502
SE0003689983,1999,3158710176.344208,-51390782.450481474,2430826697.756792,948527990.5066361,263445990.1599482
SE0003689983,2001,1502143616.980932,530687059.2563049,729316202.0293901,1205112186.284116,577847345.1909906
SE0003689983,2005,1400978776.3306885,323859992.2917556,733574965.8050005,571949805.040169,102183962.49805363
SE0003689983,2008,2226731967.562623,115169219.890514,1607226766.5397408,1268913520.8907528,255970977.92431608
SE0003689983,2009,797404256.1754074,-36310763.95142919,545931733.489987,440587363.68371296,185657528.4391232
SE0003689983,2014,976480807.0081729,-29749362.12333468,663976307.5218511,461621307.2118118,180648538.4507185
SE0003689983,2017,4062957080.010466,-78799300.50422768,2455600234.0131783,2302207875.2978334,648432010.8898605
SE0003689983,2019,1265501588.6140237,777579173.2666876,789744105.6391481,1179942023.0561469,678072041.4623572
SE0003689983,2020,1061401621.1717539,351209127.6819758,715256770.7414051,891267059.9866364,205248672.58023098
SE0003689983,2021,1403142691.525084,225863332.3235358,578495190.1268392,1108494437.982536,84016307.83907285
SE0003689983,2022,1331295131.4675388,67502103.18845512,539848054.3114585,1096505517.944134,460477667.89646924
SE0003756758,1997,878319631.0804462,260825096.43507218,519180436.46052754,1109045413.6148207,311858370.4813517
SE0003756758,1999,4029239893.868911,522228012.6467556,2104883253.8028407,1416252084.9764884,336414363.1359074
SE0003756758,2000,362672669.60838825,-20084009.430655036,222722024.05863166,86009857.80054496,58345744.51281152
SE0003756758,2006,572660629.1586815,-59988237.64569014,424623279.3535213,1227070048.7179012,185879377.64215285
SE0003756758,2007,849430427.7103523,-80609117.91872199,627293781.8189869,1021430134.9778405,269314785.5439637
SE0003756758,2008,1556807434.3750036,460422839.01210713,999862347.9345434,3315396822.1718636,625883542.6845239
SE0003756758,2013,1286850157.6434114,1810773283.888244,750890084.3899126,3137462501.0138326,805363931.1443785
SE0003756758,2015,1919944436.5326624,471532326.8758691,1455383822.790889,4669168635.788311,287346719.1096004
SE0003756758,2018,374429438.07248473,53537524.628011465,176437094.84310338,441540527.5956002,90328079.36498499
SE0003756758,2020,69702016.68574232,23655604.055863947,48403585.92048419,122297845.24796034,5423037.61245419
SE0003815604,1998,3848188364.571223,128965941.69055128,2250066533.9184337,2264864835.8959117,244350137.788612
SE0003815604,2003,1538105339.1054118,586933171.3662964,742980434.6698045,656172254.4371611,591779028.6788528
SE0003815604,2004,6924509347.174167,1738223083.140836,3542030175.8752565,1254417736.99761,628918176.5428673
SE0003815604,2008,3643337233.274859,409408317.1045788,1674084944.9454796,1591946177.7045581,270844141.7908126
SE0003815604,2014,747150065.1930109,149574408.6682523,492901164.2610893,365939855.43164784,393345715.96775246
SE0003815604,2016,1846470821.1462939,-85973698.24718174,1057249443.3981603,1455388083.61882,676876106.2392974
SE0003815604,2017,4267992590.2922144,212292836.08234525,2914116136.7452955,4373143225.049792,967948217.0933821
SE0003815604,2021,140226215.65029427,14804058.436034951,90954996.86007601,116860255.41528301,11269629.111542888
SE0003849223,1999,240621626.5506304,47379830.31393619,104242462.57338077,262974975.9974717,16292831.208470248
SE0003849223,2000,643775230.6312737,131708549.59153385,296419410.376244,706994831.4908134,171795015.7728955
SE0003849223,2001,295428124.2174637,61553779.996719465,179772074.431124,412678623.1608969,239489128.0357127
SE0003849223,2002,642858707.1926455,738588338.5687696,469818622.9995393,3145315660.242271,299051916.60704076
SE0003849223,2004,1456504289.957604,-156913493.77647564,589352109.9562209,1192603036.0841212,119359091.42132814
SE0003849223,2005,770571146.2741312,87426238.9468314,527932726.16894716,551950114.3580025,112481930.397348
SE0003849223,2008,688085502.2241325,837163319.7014335,435692677.6459591,2833275979.2231503,359965771.8452273
SE0003849223,2009,4746327416.014231,200802078.74541235,2150361315.326394,4550374079.461742,391177672.1332529
SE0003849223,2011,1966365996.6781323,31799556.435715564,1556613861.56787,1034002329.8882245,314871978.4334762
SE0003849223,2012,236524787.39537883,31225869.833574057,124795422.14196022,45034489.66849849,52710847.087298855
SE0003849223,2013,1316242516.8362646,355603402.6794827,832773285.9238806,1788010611.6324883,108715743.94978549
SE0003849223,2014,1658644479.3482718,949208738.1925557,810652952.0741932,3276969073.662575,464098569.52689457
SE0003849223,2015,3330144157.1975164,1252855808.5262814,2229389302.7571974,2114001043.1610656,359945191.1980764
SE0003849223,2016,1035090328.9213494,635294080.5159712,729890287.4813151,1767969298.367171,278612748.4655435
SE0003849223,2017,1812453858.0323384,67559699.534487,869356500.6406267,446519800.90149516,256425411.09137654
SE0003849223,2018,4670100621.458912,590674588.853755,3528021277.991566,3135407907.733709,415372923.1090444
SE0003849223,2019,2745567640.3275642,-51882649.07826428,1597668246.0750601,1717840218.3440402,293221511.76471615
SE0003849223,2020,563325341.6173518,333841270.42730623,259148448.3977773,832824889.2775766,257791433.64624113
SE0003849223,2021,472148105.15544075,251153309.21119386,323853245.6753029,241998208.8505162,271025146.3975718
SE0003849223,2022,1223179906.5871458,651787475.5871714,765556019.9318419,635622276.842273,869724593.6903025
SE0003909282,1997,1867450358.9914892,-35222008.98834393,870837057.1965022,824341905.3888574,116414904.40645738
SE0003909282,2000,898530510.1539717,111618281.5346615,439819485.7852837,1785416826.0381339,495577113.8665631
SE0003909282,2003,7727543309.880327,951162261.2328727,5882286439.983207,3819613208.1256065,738189591.6591289
SE0003909282,2004,2176230964.0939317,423696529.3594976,1721094965.3191552,810460203.0818044,435907130.3287223
SE0003909282,2005,319022681.8651369,105768597.44239838,247994799.57036182,608576897.3389465,66076679.62538662
SE0003909282,2006,1307492764.7611122,573683051.123026,961042926.5988642,1815285427.3956249,117190699.54910593
SE0003909282,2008,107821005.25525852,52914746.340249315,78914508.04447864,46070172.16966268,10436480.276609035
SE0003909282,2010,4983532723.76859,1014804848.7691181,2306995613.2868905,3695833153.849448,657937319.0480083
SE0003909282,2011,3254294128.1166143,194590234.27339807,2574866923.374325,1873095138.5596678,469117334.0904594
SE0003909282,2017,758831550.2028924,206829829.0393671,592459139.9461447,198525854.95747003,224079829.66546053
SE0003909282,2018,660572813.5185417,197005788.9459476,276534422.36541694,374268497.01379627,167682489.44380254
SE0003909282,2019,289688844.72139204,487680414.2012068,131683216.92944957,1029072387.0287158,297811627.8694502
SE0003909282,2020,3127838425.5950522,583039503.7075205,1337230251.4044924,826796179.9740415,303513694.7408445
SE0003917798,1997,1752135244.6949306,32802520.583003625,909155170.2069429,1701751298.417583,627163137.4392654
SE0003917798,2012,1875413897.8974876,693109793.4091507,1153257842.8999872,1809270799.7247884,878295909.0405437
SE0003917798,2013,778124732.9939996,-280487684.6205873,368848022.40373707,3060319975.385417,418248341.1885247
SE0003917798,2015,194354814.64448977,178134828.7147174,123472513.91089052,469841944.0592464,139624209.4005124
SE0003917798,2017,1512450628.4115932,342771697.08804697,842969583.1443344,1050203500.2362783,83482134.85207267
SE0003917798,2018,504842150.08468324,283124810.7538587,282690537.61827254,395970993.764891,148116004.28851664
SE0003917798,2019,576367462.3102973,183473632.5241409,246921871.99114487,490209141.7618127,44723802.52990359
SE0003917798,2020,3485499492.227799,621532736.9504175,2638109960.9386826,1726058511.5569348,712050820.172349
SE0003917798,2021,2764278660.2609086,-51537581.41248023,1585071464.1963794,2400164539.8451324,624815390.200077
SE0003949973,1997,1739768549.017669,353716805.53058505,1037482951.776852,858519334.8648498,717106536.731049
SE0003949973,1998,2257041112.565366,218053464.06584018,1598517611.3209465,2230429790.3516574,1031384773.973659
SE0003949973,1999,195895689.4440242,11250155.035367964,78453086.91347314,128209196.50292633,34307504.39416202
SE0003949973,2000,3131930953.014554,763279869.8482784,1376953397.2506702,1011347873.4775827,176292648.71681827
SE0003949973,2001,310691715.6389692,99341071.02687934,229880998.2363214,179883953.954912,105858852.50270513
SE0003949973,2002,1059767776.5378327,132188702.27986981,583859958.916331,577366636.5009146,108151454.83769669
SE0003949973,2003,4862181437.091685,-219183618.61565492,2094864104.0687726,3441821943.409098,317296156.7566561
SE0003949973,2005,227093459.6606539,43549731.95051201,136096311.75508553,300622909.6975937,75426763.14759237
SE0003949973,2006,2126152249.0519977,-160716772.60902178,1642651278.100374,1803569645.1675463,333003793.40130705
SE0003949973,2008,280549840.8128403,52012713.39871101,138010074.48722875,262897881.8931063,90221021.5680914
SE0003949973,2010,2295650431.404051,-441391882.46228004,1445928836.4206007,2736047770.7354794,583583998.4314219
SE0003949973,2011,2621948908.795849,715100409.7952743,1476109597.62703,1542534255.4080632,167925427.05065018
SE0003949973,2013,2776686841.336596,400461130.813888,1451110457.1728048,3466145093.0515223,732206516.7225221
SE0003949973,2014,6372930943.926088,640821845.8153396,3039903655.1441164,2488707424.5639744,942374657.0162289
SE0003949973,2015,5450442203.810233,-229498124.7965742,3439985634.8245926,3126289840.617006,822271039.934752
SE0003949973,2017,2825258856.808917,832095277.7647343,1821848761.4037473,1146643951.3278575,818992012.6695384
SE0003949973,2018,2873604346.7185283,987465420.4142603,1815867390.6755047,3468912391.4795213,333106619.97141147
SE0003949973,2019,3852283131.6322455,13299236.08588928,2428463283.954667,1094576413.8769865,665232387.7352141
SE0003949973,2020,4032860173.883595,-124957016.99062571,2977039361.198361,2077510514.420262,912569854.4556901
SE0003949973,2021,5276582950.143975,1605653645.0266862,3807856002.712265,2213907936.6204324,722303828.5904104
SE0003949973,2022,1290490275.4730895,174917792.38865337,1006316551.405787,1552386807.6601253,283572693.5382168
SE0003950864,2001,1195484362.3937397,-232996446.2535993,648327077.81829,1796581331.8415742,880183180.471159
SE0003950864,2007,1775619170.961478,67828297.36630599,1119963056.7826836,325618965.0551042,83848639.51179387
SE0003950864,2008,1769091765.4793031,-283781131.3026231,1096755875.1067703,2098252562.8474007,979892392.5405453
SE0003950864,2013,2277711730.8979716,518651343.3676531,1667484344.8501008,714370989.4031854,201604646.70210937
SE0003950864,2014,2975664019.9237304,1712588643.1886134,2200644418.324239,4372680864.138862,985265026.8813925
SE0003950864,2016,2800349857.929533,275853127.80319107,1247648381.3931997,1502235196.6676288,399876884.3098097
SE0003950864,2018,2496887716.908245,222569017.46118006,1257880914.3936934,2930758392.9791036,695805386.7390934
SE0003950864,2021,848705713.454078,280589573.3048588,644899376.1572982,787195146.8744719,123119577.47123021
SE0004390037,1999,929329086.2050079,201730820.78832862,378092689.32734436,948567567.5412942,230715846.41868746
SE0004390037,2000,3105542821.1543055,1144490063.3084865,1723117154.6882737,2124793235.053974,566792486.2129823
SE0004390037,2003,4274378417.638682,-145192390.64660338,2555072550.337625,2528629110.099162,492565319.6744597
SE0004390037,2006,3332968410.8158894,283540339.7667896,1445315337.7499166,4328442024.135479,823421201.3358333
SE0004390037,2007,1658096868.489268,614044640.560943,708804446.8838913,1789237579.5714693,182562281.15868625
SE0004390037,2008,4155315337.4753194,1478219827.8026161,1805010919.0425377,3880164684.388945,1054543156.60474
SE0004390037,2010,7331762277.204081,-175887820.85532412,3511726828.521634,5165283047.916394,705866268.5524281
SE0004390037,2011,1479846849.5478663,60336663.854648046,599025552.4319065,1064987703.384918,607654684.3841108
SE0004390037,2012,4743887737.173852,738013803.5244828,2251230828.753422,4027173885.3171334,628978514.5014569
SE0004390037,2015,1804086597.922203,195943397.10241458,797535447.7095777,1355986489.6766577,593498168.4048014
SE0004390037,2016,4531388235.078092,-121701843.6109606,2813903910.696046,4001346709.392428,1315897164.844748
SE0004390037,2017,294925333.1871246,5692993.39621637,141112019.45635816,186447941.04993203,234191029.32308054
SE0004390037,2018,5931877905.729251,1247726517.6393611,4301955804.509802,1527482695.2250252,655535499.5703162
SE0004390037,2019,4113069333.2256126,317589862.38689405,2981503379.7381325,2223187179.2455287,1265444275.5660462
SE0004390037,2020,342631620.88790685,13327676.08266112,240615808.11895674,144143129.72882843,14311861.197830688
SE0004390037,2022,536974649.836671,265499148.82198244,245521852.4321254,299923846.18265635,112879698.50731565
SE0004390516,1997,2438538660.1198473,1039994070.9694691,1715465067.6061225,2659944166.847132,336513662.51184464
SE0004390516,1999,787379088.4596368,-344633395.65382284,470927809.1665492,1070052161.991736,772797921.6650897
SE0004390516,2002,2468601643.185474,752732499.8212216,1214269918.2551713,947422616.4928639,804927553.041615
SE0004390516,2007,944480186.9584006,252096949.990122,630080464.0308018,1022507176.8068261,151566006.02229506
SE0004390516,2008,1361705742.0003958,416163816.53992635,673287288.1523697,1567948103.3035166,353355386.2505857
SE0004390516,2011,1411689097.7398286,66293551.38106307,664522285.8698806,1889409054.309493,114117475.29924993
SE0004390516,2012,3429588587.3146763,-307162569.95043993,1956461559.1634488,3374556401.9728317,502201582.6744848
SE0004390516,2013,3512845304.772654,20235280.778838072,2196472392.1903806,1309937328.0904117,185826057.42187306
SE0004390516,2015,4119706593.1427383,1184140768.0385902,2367703348.0420313,3378195870.4230523,258817768.71513015
SE0004633956,2000,103007149.6147495,13424159.52007525,58707837.442651555,45966509.94632396,12244563.587869097
SE0004633956,2012,2852762945.7368817,351012672.29010236,2124197451.7755277,1973204739.67211,708692951.6295953
SE0004633956,2013,230142522.89979976,-69991529.57405342,138439116.89800182,265814911.3134302,50053753.29348149
SE0004633956,2016,949342387.7956253,219113645.6644483,585643953.5051924,427281982.11306924,127545860.2446379
SE0004633956,2017,5396381464.62979,915340638.1538526,2555281963.344673,3631516015.6373835,360171789.3556469
SE0004633956,2018,7067114207.010546,260518286.5906246,3542066435.506082,3691222484.225682,565246967.4545189
SE0004633956,2019,491022956.11852336,79263651.90496922,222535899.77665493,336460570.2611176,57696686.207351536
SE0004633956,2021,1060446987.7497414,1600555827.3956819,748607174.7913827,2182004403.7324104,752528458.7289145
SE0004635878,1997,2438874150.0384665,960082032.2756746,1661060774.0865657,932352708.6576316,398792809.417519
SE0004635878,1998,6660750690.000202,-355001783.3127682,5004945747.431999,4632988281.40432,519214948.8975732
SE0004635878,2000,6314233096.934465,195424520.9608549,4922440161.130118,4556741927.179672,851965405.485944
SE0004635878,2002,2740978791.9888635,669097450.461166,1691042725.1589284,3025765346.5743856,954490712.6498129
SE0004635878,2003,1095228337.6435635,464423837.0749004,744238671.9554962,1009609827.9561499,262545163.6467096
SE0004635878,2004,3308905860.786051,-441772019.89403206,2081268851.799481,4456092604.755977,903702790.5779701
SE0004635878,2005,406568983.1494644,18694687.58175498,192513372.34710696,645120696.6047394,147552914.7480026
SE0004635878,2006,3419541115.532296,152631498.5035374,1809917763.595118,2542770538.596648,767455905.6568842
SE0004635878,2007,1312471994.188988,123751862.04548268,773967875.3548825,241656128.31300583,51901210.05284711
SE0004635878,2010,1207589569.5044787,365207076.0771733,496822092.7863027,643705984.608749,304716683.96346396
SE0004635878,2014,368151947.3213581,71095108.75071065,176006410.1845478,463286636.748564,56767561.33104595
SE0004635878,2015,573415814.0950568,270805011.165283,285837607.4296928,253932741.60300285,43862288.5852083
SE0004635878,2016,117622127.98339713,-18275711.3431324,55442805.09291658,71662840.74349712,35977376.48087789
SE0004635878,2022,3268202913.4846425,772842163.255408,1367021518.6941464,2987220366.09031,203205478.24838316
SE0004777241,1998,1774853831.9255393,631942584.2472827,1220807824.5897884,483363333.9611049,138437723.2452168
SE0004777241,2003,104079295.59172022,6263338.002936027,44958254.47649348,51926005.584703475,15498321.401046459
SE0004777241,2007,1706937483.7525003,103805210.60580541,1296949390.5365918,1211975815.1085887,142129678.94841784
SE0004777241,2008,1381296990.339745,-175885454.99086192,1044196610.268322,2016316724.6313033,350276343.138768
SE0004777241,2010,110949480.36659436,34161996.11956064,79928133.40517014,52327472.498043105,18020147.809427142
SE0004777241,2011,3402198896.222805,791520685.5797017,2126961136.5157743,1743566171.7004287,854686175.1527882
