isin,year,total_assets,net_income,total_revenue
SE0000767188,2022,7134017127.773805,233235562.6405659,4268648591.1434307
SE0000769044,1997,8738663458.743721,-434882383.07479185,5084665854.056435
SE0000769044,1998,1950297644.4355013,-139819088.0332781,1398273547.4882514
SE0000769044,2000,6860740033.998353,36739427.77494901,3248250213.693756
SE0000769044,2001,4403401628.181939,507979934.4349792,3353829510.84458
SE0000769044,2002,8649852140.431072,-633642304.697532,3327016984.1673074
SE0000769044,2003,9978394547.233095,288331523.6769934,2013042923.2669942
SE0000769044,2004,2646265424.0650606,-62893000.35561671,1210719365.1670444
SE0000769044,2006,8968876717.545532,22566327.557426777,6976343146.423409
SE0000769044,2007,701989386.8115472,-4102151.490170392,396157369.82180357
SE0000769044,2011,9859687962.698675,-692331412.9295591,1602813991.44644
SE0000769044,2012,6994261199.554051,124316705.48932396,4413761554.415413
SE0000769044,2013,2772718297.941117,-42995872.74268762,878583024.2711408
SE0000769044,2014,2252897378.214666,-188636670.25103286,1566776994.3847709
SE0000769044,2017,4072837513.000738,-403388617.34216034,2538690044.5020766
SE0000769044,2020,8780337364.557606,-716971712.7618595,5219078614.547328
SE0000772956,1998,8416181052.117582,773016518.2875947,2297962704.425331
SE0000772956,2000,4140130939.907596,-235142565.17717597,1386927223.0803473
SE0000772956,2002,9342942539.164614,-282183400.6882557,2410372881.8042145
SE0000772956,2004,3314945222.107087,-196488728.32263228,992041575.8373559
SE0000772956,2005,3544565190.124675,134491891.86917737,1525017123.593969
SE0000772956,2006,1565080369.792184,-34615898.927310266,1010399666.7729794
SE0000772956,2007,9179494868.894077,1062248571.9023461,3035536907.140337
SE0000772956,2008,3525390506.520244,-24365127.51249498,1600819725.4628377
SE0000772956,2009,3871014436.086804,283482704.7656079,2063279891.883847
SE0000772956,2010,8704748167.611713,-398581382.00215745,4337896168.687116
SE0000772956,2011,9895802009.45475,-62461789.15132316,5726120797.35129
SE0000772956,2012,9682047928.496674,-775679154.4085613,7464195254.018995
SE0000772956,2013,198354646.1780036,14148360.350503491,26008185.614119016
SE0000772956,2015,7108819767.040734,409182577.8456254,4313770050.317998
SE0000772956,2016,2854984605.108981,376756841.8413031,619503778.8823819
SE0000772956,2019,9131410372.942734,-529765311.2012701,2463109106.403323
SE0000772956,2021,3753472386.887095,-223201062.25956598,502532286.0275387
SE0000789711,1997,9130444249.147873,80650219.64762692,1884642399.8759956
SE0000789711,1998,571707948.7609389,55087619.4097262,206582154.83426687
SE0000789711,1999,4066745970.492852,293658937.9037689,2614535958.5977273
SE0000789711,2000,5173129197.133051,619629648.1011206,3188700632.730514
SE0000789711,2001,7930135173.818634,598372702.3057324,4632871799.207699
SE0000789711,2003,1611068726.516891,-78272052.695782,1233225411.194294
SE0000789711,2005,3489586749.949609,-238878979.60220096,1614249888.845527
SE0000789711,2007,5935799005.4057665,776651398.3127892,1352619988.3026443
SE0000789711,2009,8886772468.525257,109921200.51821259,4275406681.2315803
SE0000789711,2013,1026108861.1107212,-5292131.14544456,693967826.1566721
SE0000789711,2020,2463315708.7152886,165225307.59825012,1962544842.4283726
SE0000795411,1997,2944988715.8478217,267761223.92362502,1622661427.767584
SE0000795411,2004,5704966952.991075,-237803065.32814604,2490303654.961777
SE0000795411,2005,1741950176.6099436,-112263370.24571186,1241727696.3107777
SE0000795411,2007,4352926845.641872,-274547777.941962,3142538435.3941407
SE0000795411,2009,1275549430.3671381,-21819770.060302094,745885629.7069497
SE0000795411,2013,4357117168.788558,-22901195.987827253,2343760535.237266
SE0000795411,2014,7998434380.849624,1065912953.9568506,6225095631.593493
SE0000795411,2015,5454565503.199177,45998770.15925902,1900215539.7080188
SE0000795411,2017,3301631532.065779,-319455143.99880373,1351050556.8241076
SE0000795411,2022,552238327.5717503,-8999682.14317672,353397145.43452525
SE0000798829,1998,3049231484.917477,132026460.77668956,923042404.139283
SE0000798829,1999,8462247339.941863,-277288750.2522592,6382564454.748533
SE0000798829,2000,6074187261.714142,-263631655.06539488,3685403542.253876
SE0000798829,2003,4074745555.361221,304490534.277855,942211530.0275834
SE0000798829,2004,8637864986.938322,583247799.4476682,6169802791.905915
SE0000798829,2005,3471588886.507616,402935802.60536927,1953561186.724787
SE0000798829,2006,6258595753.774439,813308822.1125498,2434746196.389819
SE0000798829,2010,8352182411.034938,1050687886.8764672,5994400305.836109
SE0000798829,2011,3938183695.3723655,167717074.45394695,2763609795.8272653
SE0000798829,2012,381685919.64304537,6738562.265886753,208051441.1009096
SE0000798829,2013,2751619076.4070554,-237278401.58244124,2144249239.3447547
SE0000798829,2014,9458779319.331594,-54415933.43307326,2000408317.5003119
SE0000798829,2016,4172410030.675951,-192338496.7578124,2552323144.3508167
SE0000798829,2021,9861019822.09107,961332674.1042542,6156316491.170138
SE0000799827,1997,4352904222.654982,198555265.8044063,813305830.0264394
SE0000799827,1999,5326195974.31237,161866748.23266345,3673027974.751998
SE0000799827,2000,8273535965.493267,97101493.05857062,3980749549.593986
SE0000799827,2001,3711901888.2266955,170776143.15221918,822513683.0199881
SE0000799827,2002,5442548430.114064,16883874.776182678,4261612059.3149776
SE0000799827,2003,4215290478.6209617,208205373.24020526,905064890.0077875
SE0000799827,2004,8478537905.14436,-828611959.3345156,2319271954.4607835
SE0000799827,2005,6914767086.096205,16035862.304705909,843336431.9255228
SE0000799827,2006,6127142106.216564,-213564270.5365636,2268318262.5488267
SE0000799827,2008,7992685152.8745,-439504182.3304846,2482953528.409278
SE0000799827,2011,3884028210.367717,281977513.6813584,746375951.5199053
SE0000799827,2013,7100833146.987153,523449441.0488556,783541541.4604455
SE0000799827,2014,2989943496.7993703,229092487.509999,1672402517.3597991
SE0000799827,2016,2777886490.5428023,296094172.2761068,638274769.5536815
SE0000799827,2018,7391868875.3000765,66009154.80552759,5070819372.015798
SE0000799827,2019,4563742211.928955,113023886.97927639,1555857384.8951042
SE0000799827,2020,6465735894.138024,-350490351.2625124,4333216283.490601
SE0000799827,2021,4054235763.1498985,89187663.01666106,1714297694.064994
SE0000805426,1997,2526060923.7365584,-62434816.447089136,1940543803.5451555
SE0000805426,1998,1248056843.9376645,54391244.57307979,675612488.8419583
SE0000805426,1999,7547749905.814235,415571454.28135705,4737331586.625114
SE0000805426,2000,2075432194.9946122,-78719583.96528038,1496390513.444928
SE0000805426,2001,939933486.0080656,19558182.774021864,292365734.4522387
SE0000805426,2003,2071905753.5804367,58890394.73068681,691125950.420188
SE0000805426,2004,3229461991.5548615,-163722809.94234,524859093.41104585
SE0000805426,2005,7942089367.04905,-499484176.9157534,6099779839.066873
SE0000805426,2006,6810222422.619964,-171714890.24081856,4998062026.384482
SE0000805426,2007,8294634401.375401,-208407063.90954268,6083741406.356546
SE0000805426,2008,567502426.7468892,-9862812.737508273,420947854.4416781
SE0000805426,2009,137479196.03791746,-9765264.81139122,59452031.81753582
SE0000805426,2011,9017028576.974184,-215464592.03893396,1880021602.7055054
SE0000805426,2014,7904522664.001594,990594757.8598542,5252103797.609376
SE0000805426,2015,4974011829.740892,144481372.3184774,3932973240.0450954
SE0000805426,2017,7907098845.30109,1070010985.5222354,2793828606.8604355
SE0000805426,2020,6850193764.9007015,-499173912.82688916,1054715950.4754355
SE0000805426,2021,8908116430.43037,-155682162.7085283,5938960683.503967
SE0000805426,2022,5216007477.230287,-386726394.57243085,3635160307.208145
SE0000805574,1997,5832554318.238725,302075172.4460507,4468998702.033552
SE0000805574,1998,7570231004.231394,-467153949.15575707,5908745375.176558
SE0000805574,2001,4598153739.891517,-89534299.38526422,2332611896.1535807
SE0000805574,2002,6131333472.418779,677863729.7014307,3290529363.715172
SE0000805574,2004,8325170575.058113,-481003608.7981764,1663080673.6353211
SE0000805574,2006,2223797640.7264237,91450012.73591012,629025984.0862101
SE0000805574,2007,3274970659.5282297,-230638645.0541761,2512144452.8344426
SE0000805574,2009,2464925116.525348,113590611.14083259,1744728914.7343812
SE0000805574,2012,5474329719.709417,-202188128.06841287,2824982284.705043
SE0000805574,2013,7614496086.899772,-680362951.6866996,3408038894.1678557
SE0000805574,2014,1771664907.0613198,-24340565.044401,1189915541.5497825
SE0000805574,2015,7734463925.751072,-190538942.8017514,4365050792.895408
SE0000805574,2017,1270442736.451327,77207142.97229543,844668718.2611462
SE0000805574,2018,3008045005.7748804,159353493.99703443,1402628758.9472165
SE0000805574,2019,21285004.94144869,1362655.730810742,12118815.35110301
SE0000805574,2021,825875958.1952947,87767665.3266542,537998173.3332549
SE0000805574,2022,2901695691.059819,207820532.86674187,619653806.9282123
SE0000806994,1997,9590181196.342628,473764083.6626158,6461071008.368969
SE0000806994,1998,1689738350.1648538,39042708.031366274,375893737.6769526
SE0000806994,1999,9519449764.292843,-556430745.6485609,6979142585.601838
SE0000806994,2002,2877268675.773931,55697082.47730294,1473644715.5107062
SE0000806994,2003,1193716157.4841857,165542875.86468762,427965185.08486784
SE0000806994,2004,9514427103.222553,559594133.3901283,4677274445.600746
SE0000806994,2005,2219140617.96149,-192789956.50636837,1374462264.0612535
SE0000806994,2006,2206899813.4204926,-7888972.3484932,229779277.78914124
SE0000806994,2007,8502626960.901047,569157293.8032706,6697982939.1647
SE0000806994,2008,7448692367.595781,224080303.89059436,2114867781.2466226
SE0000806994,2009,7365805330.463766,-573526661.2896332,3300566383.778188
SE0000806994,2010,7408667845.223775,-559914386.2151116,1879542539.5493886
SE0000806994,2012,4780631682.458938,274221415.9280129,727738133.0354059
SE0000806994,2013,6404768455.807421,903928064.2526889,1791358535.6268172
SE0000806994,2014,8244533422.306226,718329970.481553,1456898678.1678407
SE0000806994,2015,3530811568.629583,353782722.3712707,2207470331.2966504
SE0000806994,2017,1513865422.79901,175127721.81947908,852744329.6218382
SE0000806994,2018,3233803903.1443286,-301335969.5503602,505216578.8297901
SE0000806994,2020,1100098603.871246,-20091666.69519481,113248710.07912977
SE0000808370,1997,9984736997.981834,1393719310.1469374,3502813264.2603316
SE0000808370,1999,7731232606.909966,-544449997.7510397,2998973483.1619825
SE0000808370,2006,2372007184.138126,254952347.7820734,1354727317.3239205
SE0000808370,2008,9794406974.263994,-597587755.6123561,1885555849.2128515
SE0000808370,2009,424490522.9537946,44684784.32495705,119814643.80770794
SE0000808370,2011,1982648741.6234033,23002293.18222586,958621224.0338358
SE0000808370,2012,3258329840.7771263,83352793.21391244,1736176583.7050464
SE0000808370,2019,3347698258.5284724,-100457569.45707561,1949015261.8042734
SE0000808370,2020,6431869079.61083,528944015.8935953,4953002979.480952
SE0000808370,2022,4184053756.4073167,428072440.21540576,2607885245.851042
SE0000808396,1997,5790104558.90019,-273574799.5521147,1165962248.1843088
SE0000808396,1998,1207573267.9585767,-92029372.36660166,560679783.5830555
SE0000808396,1999,2563646856.1142097,-148878096.55809933,1066979829.2755346
SE0000808396,2000,4462468992.88216,513850155.5552275,1516858309.1880176
SE0000808396,2001,7949052635.961631,256181537.68384296,6319482604.272452
SE0000808396,2002,5754013395.866145,-586600.5376640528,4388310363.425911
SE0000808396,2003,5556871276.813472,202632291.7552124,2030257639.538784
SE0000808396,2004,807756248.5321428,118190883.66909355,523955828.37590355
SE0000808396,2005,657497450.3552953,-26014741.288621873,434426851.21787107
SE0000808396,2006,1975550778.0644853,-175758703.31302598,1156406978.663655
SE0000808396,2007,4632447148.588879,178805544.44062692,467928703.2663528
SE0000808396,2008,4620870469.14946,369983744.41870284,3423315626.4764285
SE0000808396,2009,1260149118.1722245,167467444.49973723,438756164.16398513
SE0000808396,2010,7253368939.32617,288451233.9357289,3742684556.2518435
SE0000808396,2012,3981044854.1921334,369903176.57373774,2028903775.5560436
SE0000808396,2013,1275464009.796039,-51221082.04647208,993435254.5076622
SE0000808396,2014,4477482040.105606,168292792.46242982,518944364.9837175
SE0000808396,2015,3818730285.931512,558989800.2665327,1049498248.06985
SE0000808396,2016,4281468612.608477,67543661.55710767,1669804675.1924179
SE0000808396,2017,1161626175.2837064,-18468619.31488509,435804128.92263764
SE0000808396,2018,4651298075.179667,-240954223.8590852,3254210076.6588783
SE0000808396,2019,6077432483.263655,-126421987.64710626,767859058.61008
SE0000808396,2020,4726628925.165015,170120751.02192628,718425880.4039985
SE0000808396,2021,3103325178.1586933,179193367.87989333,2467041136.4322386
SE0000808396,2022,2441827542.637572,-219325084.56386963,419680005.3018032
SE0000809741,1997,9982891805.982502,-699421162.8768262,7483594788.927944
SE0000809741,1998,5435713386.274275,650782653.2415725,1740458453.0705428
SE0000809741,1999,6975226553.918483,-638475365.3138431,1788880620.2191515
SE0000809741,2000,2917488851.9674797,-188680777.7376735,369634432.9796651
SE0000809741,2001,6361416802.3329525,108170962.63480942,3953999350.2786727
SE0000809741,2002,6002918678.154217,-124867956.23046224,1255327504.9076047
SE0000809741,2003,7128867184.392811,-91229497.0935571,2533768930.7741323
SE0000809741,2004,1940006970.9967537,198626937.6423843,1001775781.3618691
SE0000809741,2005,4694503341.553495,514479343.48178375,849129932.0642438
SE0000809741,2006,714063906.3048735,-24799915.004458867,307196834.20377773
SE0000809741,2007,9363187931.385214,389529645.2498297,5770347692.073437
SE0000809741,2008,6677587631.349492,-421354201.5917928,3157891849.862499
SE0000809741,2009,7091015890.0973835,415372691.53666157,3154592765.935769
SE0000809741,2010,452112119.6063022,21404171.816116594,90162167.74715991
SE0000809741,2011,4594343087.939185,-182899741.0191153,1189069139.7487547
SE0000809741,2012,6316619959.728169,54099235.2274652,892392605.459029
SE0000809741,2013,5231082736.915621,549982736.9597713,1651451888.4911325
SE0000809741,2014,567790148.7301776,45886385.702677436,400887070.35539335
SE0000809741,2016,4462599163.894075,337192092.3085232,3334129098.216181
SE0000809741,2017,9310460392.055473,123300989.66547416,4011065935.26275
SE0000809741,2018,5307473240.198643,674704907.9410099,773822660.4391961
SE0000809741,2019,6677203744.713344,878826074.2940692,3554342155.32377
SE0000809741,2020,9936372412.366106,866941003.2023065,2130113546.7479043
SE0000809741,2021,5799493750.366412,837465168.3463762,2451434594.9527106
SE0000809741,2022,8502645085.250016,-36824600.47461333,4997216988.055256
SE0000809881,1997,1197670155.2834463,17512819.601570055,367205367.85214674
SE0000809881,1998,4776143920.875705,-44813878.580354884,2425885895.401605
SE0000809881,1999,9198986702.60104,54561582.142087206,4112947254.139752
SE0000809881,2002,481774866.7179956,24434288.65869122,250190774.62144706
SE0000809881,2003,5832937971.344027,529194511.5606078,4207402231.909836
SE0000809881,2004,8674069455.362309,-177544253.2949531,1228211715.632602
SE0000809881,2006,3187187565.7526774,38736319.6848689,1784606843.3568447
SE0000809881,2007,7774748285.260093,-346739045.59843594,2869670450.7615595
SE0000809881,2008,2909581587.8359547,-147011925.703438,662595547.6657103
SE0000809881,2010,2168467470.414972,171356655.29249415,241277347.8858881
SE0000809881,2011,3996083462.4771285,-29963088.889784098,463025920.33142775
SE0000809881,2012,9053690734.34141,1328067812.12066,4145422628.293142
SE0000809881,2013,5399640322.837374,-267551194.17616835,4179101840.928249
SE0000809881,2014,2899419133.7124043,425360456.10106194,1710596624.7086267
SE0000809881,2015,8252991580.452659,-649608205.7058508,4024106648.565295
SE0000809881,2017,3643854662.0869393,-80819455.79418549,584831350.6388056
SE0000809881,2018,2587995127.443179,282917421.05971974,962704962.8509644
SE0000809881,2019,1503851675.4366703,-52214766.20405307,472577515.13564986
SE0000809881,2020,2961486857.204365,-115267176.59816907,1043735862.4488376
SE0000809881,2021,9425818464.10401,-673679115.886499,3714443590.67015
SE0000816043,1997,1019580836.8625922,48166073.33227071,783556491.9558927
SE0000816043,1998,8107951336.694364,-3051840.006998771,3850400398.548418
SE0000816043,2000,2002776481.7047567,-168475942.3007481,1400913792.5619159
SE0000816043,2001,9002338702.5998,-878783444.3624527,2192150001.9440284
SE0000816043,2002,1039060761.5788193,-84759517.24125181,746519540.9450262
SE0000816043,2003,3552470343.387389,-322515769.701792,977716570.8119234
SE0000816043,2004,5314715392.909414,601901456.870434,4245570246.3725944
SE0000816043,2005,1689009329.6595,21869918.207571816,1214433525.3464453
SE0000816043,2006,2732578142.0560484,-125223934.41305229,1498037896.9685862
SE0000816043,2007,8796529902.02531,-580522852.6211139,4723111426.904983
SE0000816043,2008,5706531664.607389,101940812.35333364,2609367126.4055114
SE0000816043,2009,3649822717.538208,169727234.6960679,1576518533.0803335
SE0000816043,2010,7335719805.076367,-652174658.7375325,5446866635.813259
SE0000816043,2011,5693483253.179032,-404871944.5283393,3566294199.533913
SE0000816043,2012,9114986784.775236,987453679.2539325,2474653587.7500877
SE0000816043,2013,6620100450.492459,776607911.0815006,3254988304.927622
SE0000816043,2014,9692347973.307535,686414543.0456101,7734412326.760522
SE0000816043,2016,3391376993.2282157,215647750.83615544,2415642133.0951257
SE0000816043,2017,3233359651.1757956,281019692.37025136,2433605097.612319
SE0000816043,2019,4528332756.828184,674640716.6915109,1893492524.174958
SE0000816043,2020,3737153674.1538596,129456423.57588054,619831133.1626025
SE0000816043,2021,8848552020.227114,869563737.746157,4505362815.612149
SE0000816043,2022,548741506.0911582,-44009875.9091409,313537901.8719165
SE0000818023,1997,4127363524.6139183,549988497.9525157,2080746402.5133739
SE0000818023,1998,5825644930.526884,251775493.6025336,1514655835.8077703
SE0000818023,1999,8714485792.666883,401047757.9060895,6895031744.949768
SE0000818023,2000,1556536183.5421457,232278526.28946075,996536037.9303423
SE0000818023,2001,4736412083.822661,180576475.52561337,1745902768.6851196
SE0000818023,2003,1647745321.8503082,180565981.95885137,1285073889.2897365
SE0000818023,2004,1129995809.6666303,153345928.1059084,860556273.209444
SE0000818023,2005,3163615862.1091814,-228765582.72368217,1687470942.4128156
SE0000818023,2006,842005584.8841355,-73743255.59707208,379960234.43574107
SE0000818023,2007,8748928610.60511,-727678113.915881,6558781022.851716
SE0000818023,2008,472942498.23192793,62659957.555688016,120596778.04287751
SE0000818023,2009,7690169368.230612,723543446.8039063,4410684729.664839
SE0000818023,2010,1994847871.3628297,-41079585.0915725,557783111.8522302
SE0000818023,2011,6050698628.595341,-289514240.75483185,3181179284.5471106
SE0000818023,2012,4367328058.089839,-98680552.06169505,2546213060.700394
SE0000818023,2013,754863241.1402152,-44398108.18954963,179788031.68029854
SE0000818023,2014,6319464696.984515,765839457.0697669,935181503.0367831
SE0000818023,2015,843962947.8600887,111726480.94135456,437625860.4962359
SE0000818023,2016,624323044.7615691,-11246275.481296822,229859146.83552784
SE0000818023,2017,3442153317.849184,-118665571.86910844,1790670203.4723017
SE0000818023,2018,273326840.55033916,23832459.562246718,211443600.87082568
SE0000818023,2019,1351362409.5975158,-113946292.82775822,565693544.5722369
SE0000818023,2020,278660528.3418068,24785302.726261478,37133803.762924746
SE0000818023,2021,4449295080.275457,-105431492.78156874,3074809236.4508147
SE0000818023,2022,7753239847.478676,455712484.03490627,1198295708.883925
SE0000818031,1999,750088355.5862784,56538013.455853224,333285141.97332245
SE0000818031,2000,3786223021.608532,160050047.97235134,2007841063.4122548
SE0000818031,2001,2946035714.5219584,-243770430.0377848,1298449720.0768101
SE0000818031,2005,4599186806.432358,-426898921.4623036,1935028034.604946
SE0000818031,2007,5138781093.840219,67128122.0405798,3167470493.9495893
SE0000818031,2008,6460290611.197348,622091705.3555301,3053744990.6857
SE0000818031,2010,5144601207.030845,549917702.0134331,1708657414.6687326
SE0000818031,2011,676307384.7247411,32375583.78147526,204663716.1204877
SE0000818031,2012,8560279566.820947,-650467967.3147888,1288315963.0891795
SE0000818031,2013,2823921974.093193,313129349.2956094,963523216.586118
SE0000818031,2015,9589036281.424902,-922091050.8625786,1074548186.7244842
SE0000818031,2016,8648116807.723984,-131156990.84985764,1685793678.922602
SE0000818031,2017,2752207752.301765,-49132482.87178127,818252697.8836766
SE0000818031,2020,3360528235.521906,192208864.46192977,1794888669.6345325
SE0000818031,2021,5228967677.981364,582600919.929083,3665397072.883231
SE0000818031,2022,2172252285.515033,208447749.8415096,1043870818.4756893
SE0000818569,1997,6223991834.262173,-253687221.87737054,879618449.0952873
SE0000818569,1998,532806307.0160887,62595438.073731445,162003361.12789172
SE0000818569,1999,9093334511.065365,-482886306.3085593,2879001413.724999
SE0000818569,2000,1352846354.6549308,144215546.9917224,508796564.32452244
SE0000818569,2001,8526649069.932257,-406659648.81707454,1126793169.3424296
SE0000818569,2002,2031782234.7888145,28593431.83921234,1381411029.242582
SE0000818569,2003,3684015480.0325465,483856104.08539355,2835307185.701367
SE0000818569,2004,4401122856.574199,-251960447.07289633,835475178.5105078
SE0000818569,2006,1120927964.2062056,43348270.77100751,646049879.5082371
SE0000818569,2007,5566489109.539528,547290189.9744542,939982390.901353
SE0000818569,2008,5355775366.694563,464788634.2015208,876624943.2726308
SE0000818569,2009,9812982916.611647,-697569083.2355413,4011806065.181283
SE0000818569,2010,1014081406.5556122,93903468.3352352,119778904.9345984
SE0000818569,2011,6940040571.572202,634370584.5952387,3532255119.4034243
SE0000818569,2012,9992976754.52499,763988617.759691,3810257644.5312066
SE0000818569,2013,3771678336.707701,425181390.2702512,1306662204.5554962
SE0000818569,2015,5747673938.532914,5052202.3988763625,1060039430.5969647
SE0000818569,2016,7965563539.843195,427010221.0163303,6037886675.251659
SE0000818569,2017,3942197672.381907,21705442.88621024,1089574845.5775714
SE0000818569,2018,5656588212.584436,-185708871.8691333,583147382.1632338
SE0000818569,2019,6715192246.926709,424747194.72492844,3836125659.2574167
SE0000818569,2020,9499428603.14669,-309377270.1476212,4730544095.676728
SE0000818569,2021,8116145768.617786,-326085374.7416328,3023784869.7986546
SE0000818569,2022,5567534569.285318,-5344780.13771458,1683199887.7002199
SE0000825820,1997,5626572756.012321,516326920.7347396,1241453340.9335089
SE0000825820,1998,7348827978.959775,114735552.72963618,5068350780.13873
SE0000825820,2000,8924225340.157867,-510632265.1455462,5381950794.158517
SE0000825820,2002,2069114478.9452782,13290650.916480958,1386277453.390592
SE0000825820,2004,2490204565.1448236,-148554564.2312579,985631808.3345268
SE0000825820,2005,8917377621.92746,-104240766.4378592,1338298550.0437617
SE0000825820,2006,5569331900.183952,531243099.66321814,3962868907.451181
SE0000825820,2009,224333598.1098496,13354582.790267257,152024979.4453457
SE0000825820,2010,1333570648.3380892,139322865.6045557,709772029.2747047
SE0000825820,2012,6021158495.650537,161071140.3082532,4813330490.685966
SE0000825820,2014,6731343486.68299,695344707.106653,1004730150.4448742
SE0000825820,2015,6241067827.005619,481824027.69334644,3076034867.819935
SE0000825820,2018,5605141567.235705,257157720.30213028,3567762237.1625724
SE0000825820,2020,5200586322.762105,93390522.48024537,1011584972.1612058
SE0000825820,2022,5382392793.891452,75208394.29412392,2891430337.7721243
SE0000835217,1998,4322130350.372884,78146070.03927583,1226198387.021909
SE0000835217,1999,4465516866.361687,562019517.2625412,1101399491.8568184
SE0000835217,2000,8853420974.379595,2095112.5216124444,5592984911.527398
SE0000835217,2001,3703482044.730567,192691462.4992317,2227739867.0730014
SE0000835217,2003,6006023179.635183,327754361.04821414,1122394015.6593451
SE0000835217,2006,9018639924.932545,-137148037.69549468,1443627486.516876
SE0000835217,2008,5090192013.041578,-394954450.6749643,2953363237.3275037
SE0000835217,2010,8728074652.269114,998687394.8664474,1120527106.44835
SE0000835217,2012,276614793.47696495,27683873.193005398,57388251.33198542
SE0000835217,2013,8601658355.594063,-611330980.5372797,6774546390.085482
SE0000835217,2014,5264558515.794707,-320601576.7786663,810789806.1363658
SE0000835217,2015,1745021129.6778424,215065044.46235758,251931799.68638974
SE0000835217,2016,1263642544.591797,71315898.77467415,683047559.4549274
SE0000835217,2021,1986532189.1415856,-26138903.18314312,1587016494.8265882
SE0000856999,1997,6069753582.469541,839516430.5586593,2637822054.5692234
SE0000856999,2002,1081720986.666966,130596383.56091562,416070962.3541028
SE0000856999,2003,3863201543.194348,259099017.22569287,1534648029.287033
SE0000856999,2004,6655668939.440861,92675907.24669725,772266391.3473656
SE0000856999,2005,3335185095.7996244,129824010.67208935,1798954392.6717186
SE0000856999,2006,6508651184.974266,-236147107.96829507,3629465830.913309
SE0000856999,2007,2464722999.2153916,-97382154.28665432,885322774.5742264
SE0000856999,2008,6828112497.378887,-313432543.6571411,3564316939.5101366
SE0000856999,2009,8841059677.516033,-603284685.4160053,3735027937.4827547
SE0000856999,2010,2129734584.3570113,-32785125.43007943,1017790348.7140145
SE0000856999,2011,8512234243.751023,1096577511.4711452,3799135997.914509
SE0000856999,2012,1018354626.735454,123675312.99784005,578440899.9456807
SE0000856999,2013,2929375462.524647,41483426.37861782,571173486.9029329
SE0000856999,2014,9613346129.85354,586358767.556735,5224116737.948196
SE0000856999,2015,6715045395.180433,76635122.04356578,858404148.979031
SE0000856999,2017,775812347.2160517,81770432.16369756,249114260.58438405
SE0000856999,2018,6562733870.27532,-373822469.09045255,5229848456.245694
SE0000856999,2019,3970602656.430614,-182953853.28478503,2647391981.2224917
SE0000856999,2022,1537303091.106617,-6254329.246006738,613889383.0744911
SE0000857369,1997,7214998616.02708,995191461.3516566,3705630680.3815293
SE0000857369,1998,6944381628.398113,-484988288.98783904,1638659978.5933337
SE0000857369,1999,5207645677.167236,-305120207.10124093,2945881396.153206
SE0000857369,2001,6016969934.526144,492743097.9552011,4245093102.047842
SE0000857369,2005,6641944389.709988,-491366547.60468745,4334079517.359242
SE0000857369,2006,2038394174.9663632,-129958867.63251324,258202672.46119803
SE0000857369,2008,9131832108.460999,598356943.94135,2333196340.687052
SE0000857369,2009,6915703334.62887,266118077.5030457,3815585935.603154
SE0000857369,2010,4861354861.433373,628206997.9184682,1915104444.0692797
SE0000857369,2012,95242657.3353653,2202783.2627796377,13090411.619411364
SE0000857369,2013,3305167767.03375,493997414.1037648,1275005316.0181088
SE0000857369,2014,7751369478.492282,-60897540.888716824,5535916223.012627
SE0000857369,2016,2395680444.0177674,244105519.61522675,1527469866.7082684
SE0000857369,2018,5499029469.897279,779934576.5336344,3998669101.63468
SE0000857369,2022,4710259682.245258,137908286.60156897,1205198447.7037632
SE0000862997,2001,919044463.1365223,-57410880.411144495,424185490.5222765
SE0000862997,2003,5666963575.210124,191342434.62927052,3451830136.6232285
SE0000862997,2005,9037007456.90654,212264559.59175706,1887819444.3231697
SE0000862997,2006,1631988274.8203838,217152064.60098585,1163821999.1793835
SE0000862997,2008,4000018816.840314,-120684472.29319148,1256101030.9116216
SE0000862997,2015,8597287487.172745,1032949163.7993841,4966733342.237595
SE0000862997,2016,1175256543.1548822,81145321.96317354,509144110.1781843
SE0000862997,2017,8970917898.451876,-194915455.56912985,3296035892.3963695
SE0000862997,2019,9129665795.287539,181670055.2984114,1216740586.9233792
SE0000862997,2021,4586319743.409771,-5790101.19771746,927534964.6163199
SE0000862997,2022,7226025139.860835,-163198911.36567602,2578302936.34556
SE0000869646,1999,2101487288.685082,-156685983.40524366,1264730643.7533565
SE0000869646,2004,496254998.4506215,42668684.04798285,182061340.27802426
SE0000869646,2008,8685343194.35349,955241018.3714702,4152365725.2274833
SE0000869646,2010,253009636.55426136,-16863817.34842266,105949970.03914797
SE0000869646,2012,5827216932.280176,-572246595.9056184,4339480518.200856
SE0000869646,2013,6682244056.740815,575476985.7312835,4374496343.06854
SE0000869646,2014,197788935.07181022,-15111108.136248346,43853466.40573428
SE0000869646,2017,854633443.8698503,5296453.186939878,522291190.3523
SE0000869646,2020,7248241716.693102,-512723751.86104655,2555198674.576844
SE0000869646,2022,7184549172.276143,-515534228.92728543,3867012052.7153497
SE0000872095,1997,2541759029.875339,-98815564.8215233,630691572.8173013
SE0000872095,2001,1109882816.430614,-99591960.06494677,487587582.398304
SE0000872095,2004,115245312.43461154,-8975324.563047335,61385509.61579661
SE0000872095,2011,8452111608.269571,301463577.6356796,1476669644.2982767
SE0000872095,2012,6755068873.015247,824564500.972369,1759079748.6560252
SE0000872095,2014,4813920880.464695,603098367.5510864,1543936911.247378
